SCLK,LMST,LTST,LOCAL_RELATIVE_HUMIDITY,LOCAL_RELATIVE_HUMIDITY_UNCERTAINTY,HUMIDITY_LOCAL_TEMP,HUMIDITY_LOCAL_TEMP_UNCERTAINTY,VOLUME_MIXING_RATIO,VOLUME_MIXING_RATIO_UNCERTAINTY
667044140,00001M16:32:42.486,0001 15:55:13,,,273.32,,,
667044141,00001M16:32:43.459,0001 15:55:13,,,273.33,,,
667044142,00001M16:32:44.432,0001 15:55:14,,,273.39,,,
667044143,00001M16:32:45.405,0001 15:55:15,,,273.39,,,
667044144,00001M16:32:46.379,0001 15:55:16,,,273.37,,,
667044145,00001M16:32:47.352,0001 15:55:17,,,273.42,,,
667044146,00001M16:32:48.325,0001 15:55:18,,,273.35,,,
667044147,00001M16:32:49.299,0001 15:55:19,,,273.36,,,
667044148,00001M16:32:50.272,0001 15:55:20,,,273.39,,,
667044149,00001M16:32:51.245,0001 15:55:21,,,273.31,,,
667044150,00001M16:32:52.218,0001 15:55:22,,,273.31,,,
667044151,00001M16:32:53.192,0001 15:55:23,,,273.39,,,
667044152,00001M16:32:54.165,0001 15:55:24,,,273.39,,,
667044153,00001M16:32:55.138,0001 15:55:25,,,273.42,,,
667044154,00001M16:32:56.111,0001 15:55:26,,,273.38,,,
667044155,00001M16:32:57.085,0001 15:55:27,,,273.42,,,
667044156,00001M16:32:58.058,0001 15:55:28,,,273.36,,,
667044157,00001M16:32:59.031,0001 15:55:29,,,273.30,,,
667044158,00001M16:33:00.004,0001 15:55:30,,,273.36,,,
667044159,00001M16:33:00.978,0001 15:55:31,,,273.31,,,
667044160,00001M16:33:01.951,0001 15:55:32,,,273.31,,,
667044161,00001M16:33:02.924,0001 15:55:33,,,273.40,,,
667044162,00001M16:33:03.897,0001 15:55:34,,,273.35,,,
667044163,00001M16:33:04.871,0001 15:55:35,,,273.34,,,
667044164,00001M16:33:05.844,0001 15:55:36,,,273.33,,,
667044165,00001M16:33:06.817,0001 15:55:37,,,273.31,,,
667044166,00001M16:33:07.790,0001 15:55:38,,,273.32,,,
667044167,00001M16:33:08.764,0001 15:55:39,,,273.35,,,
667044168,00001M16:33:09.737,0001 15:55:40,,,273.35,,,
667044169,00001M16:33:10.710,0001 15:55:41,,,273.36,,,
667044170,00001M16:33:11.683,0001 15:55:42,,,273.34,,,
667044171,00001M16:33:12.657,0001 15:55:43,,,273.38,,,
667044172,00001M16:33:13.630,0001 15:55:44,,,273.36,,,
667044173,00001M16:33:14.603,0001 15:55:45,,,273.36,,,
667044174,00001M16:33:15.576,0001 15:55:46,,,273.36,,,
667044175,00001M16:33:16.550,0001 15:55:47,,,273.37,,,
667044176,00001M16:33:17.523,0001 15:55:48,,,273.40,,,
667044177,00001M16:33:18.496,0001 15:55:49,,,273.41,,,
667044178,00001M16:33:19.469,0001 15:55:50,,,273.33,,,
667044179,00001M16:33:20.443,0001 15:55:50,,,273.34,,,
667044180,00001M16:33:21.416,0001 15:55:51,,,273.30,,,
667044181,00001M16:33:22.389,0001 15:55:52,,,273.37,,,
667044182,00001M16:33:23.362,0001 15:55:53,,,273.36,,,
667044183,00001M16:33:24.336,0001 15:55:54,,,273.36,,,
667044184,00001M16:33:25.309,0001 15:55:55,,,273.36,,,
667044185,00001M16:33:26.282,0001 15:55:56,,,273.32,,,
667044186,00001M16:33:27.255,0001 15:55:57,,,273.33,,,
667044187,00001M16:33:28.229,0001 15:55:58,,,273.37,,,
667044188,00001M16:33:29.202,0001 15:55:59,,,273.29,,,
667044189,00001M16:33:30.175,0001 15:56:00,,,273.29,,,
667044190,00001M16:33:31.148,0001 15:56:01,,,273.34,,,
667044191,00001M16:33:32.122,0001 15:56:02,,,273.31,,,
667044192,00001M16:33:33.095,0001 15:56:03,,,273.39,,,
667044193,00001M16:33:34.068,0001 15:56:04,,,273.38,,,
667044194,00001M16:33:35.041,0001 15:56:05,,,273.35,,,
667044195,00001M16:33:36.015,0001 15:56:06,,,273.32,,,
